"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 24 19:00:11 GMT 2023","Fri Feb 24 19:00:16 GMT 2023","4959","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""max email length + 1"",""email"":""101_characters_looooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooong_email@testemail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""max email length + 1"",""email"":""101_characters_looooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooong_email@testemail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression",""
"passed","Fri Feb 24 19:00:02 GMT 2023","Fri Feb 24 19:00:07 GMT 2023","4299","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""email without domain extension"",""email"":""invalid@email"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""email without domain extension"",""email"":""invalid@email"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression",""
"passed","Fri Feb 24 19:00:27 GMT 2023","Fri Feb 24 19:00:31 GMT 2023","3822","","Sign up","","Sign up","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-8) @regression","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-8) @regression",""
"passed","Fri Feb 24 19:00:31 GMT 2023","Fri Feb 24 19:00:35 GMT 2023","4094","","Sign up","","Sign up","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-9) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-9) @smoke",""
"passed","Fri Feb 24 18:59:58 GMT 2023","Fri Feb 24 19:00:02 GMT 2023","4261","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""simple string value"",""email"":""simple_text"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""simple string value"",""email"":""simple_text"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression",""
"passed","Fri Feb 24 19:00:35 GMT 2023","Fri Feb 24 19:00:39 GMT 2023","3962","","Sign up","","Sign up","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""ahoo.com"",""domain_suggestion"":""yahoo.com""} @id(TC-9) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""ahoo.com"",""domain_suggestion"":""yahoo.com""} @id(TC-9) @smoke",""
"failed","Fri Feb 24 19:00:19 GMT 2023","Fri Feb 24 19:00:23 GMT 2023","3702","","Sign up","","Sign up","Email field validation - valid case @id(TC-6) @regression","Email field validation - valid case @id(TC-6) @regression",""
"passed","Fri Feb 24 19:00:39 GMT 2023","Fri Feb 24 19:00:43 GMT 2023","3984","","Sign up","","Sign up","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""htmail.com"",""domain_suggestion"":""hotmail.com""} @id(TC-9) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""htmail.com"",""domain_suggestion"":""hotmail.com""} @id(TC-9) @smoke",""
"passed","Fri Feb 24 18:59:46 GMT 2023","Fri Feb 24 18:59:48 GMT 2023","1292","","Home navigation","","Home navigation","Header elements visibility @id(TC-1) @smoke","Header elements visibility @id(TC-1) @smoke",""
"passed","Fri Feb 24 19:00:07 GMT 2023","Fri Feb 24 19:00:11 GMT 2023","3952","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""not verified domain"",""email"":""invalid@test.com"",""validation_error"":""Email domain could not be verified""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""not verified domain"",""email"":""invalid@test.com"",""validation_error"":""Email domain could not be verified""} @id(TC-5) @regression",""
"passed","Fri Feb 24 18:59:48 GMT 2023","Fri Feb 24 18:59:51 GMT 2023","3146","","Home navigation","","Home navigation","Sign up button navigates to Sign up page @id(TC-2) @smoke","Sign up button navigates to Sign up page @id(TC-2) @smoke",""
"passed","Fri Feb 24 19:00:16 GMT 2023","Fri Feb 24 19:00:19 GMT 2023","3742","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""email is already taken"",""email"":""test@gmail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""email is already taken"",""email"":""test@gmail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression",""
"passed","Fri Feb 24 18:59:51 GMT 2023","Fri Feb 24 18:59:54 GMT 2023","3411","","Sign up","","Sign up","Sign up page elements visibility @id(TC-3) @smoke","Sign up page elements visibility @id(TC-3) @smoke",""
"passed","Fri Feb 24 18:59:54 GMT 2023","Fri Feb 24 18:59:58 GMT 2023","3766","","Sign up","","Sign up","Continue button is disabled by default @id(TC-4) @smoke","Continue button is disabled by default @id(TC-4) @smoke",""
"passed","Fri Feb 24 19:00:23 GMT 2023","Fri Feb 24 19:00:27 GMT 2023","4122","","Sign up","","Sign up","Validation error disappears when the input field is cleared @id(TC-7) @regression","Validation error disappears when the input field is cleared @id(TC-7) @regression",""
