"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 23 23:24:54 GMT 2023","Thu Feb 23 23:24:58 GMT 2023","4625","","Sign up","","Sign up","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""ahoo.com"",""domain_suggestion"":""yahoo.com""} @id(TC-9) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""ahoo.com"",""domain_suggestion"":""yahoo.com""} @id(TC-9) @smoke",""
"passed","Thu Feb 23 23:24:49 GMT 2023","Thu Feb 23 23:24:54 GMT 2023","4471","","Sign up","","Sign up","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-9) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-9) @smoke",""
"passed","Thu Feb 23 23:24:59 GMT 2023","Thu Feb 23 23:25:03 GMT 2023","4585","","Sign up","","Sign up","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""htmail.com"",""domain_suggestion"":""hotmail.com""} @id(TC-9) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""htmail.com"",""domain_suggestion"":""hotmail.com""} @id(TC-9) @smoke",""
"passed","Thu Feb 23 23:23:56 GMT 2023","Thu Feb 23 23:24:01 GMT 2023","4507","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""simple string value"",""email"":""simple_text"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""simple string value"",""email"":""simple_text"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression",""
"passed","Thu Feb 23 23:23:45 GMT 2023","Thu Feb 23 23:23:49 GMT 2023","3749","","Home navigation","","Home navigation","Sign up button navigates to Sign up page @id(TC-2) @smoke","Sign up button navigates to Sign up page @id(TC-2) @smoke",""
"passed","Thu Feb 23 23:23:43 GMT 2023","Thu Feb 23 23:23:45 GMT 2023","1546","","Home navigation","","Home navigation","Header elements visibility @id(TC-1) @smoke","Header elements visibility @id(TC-1) @smoke",""
"passed","Thu Feb 23 23:24:01 GMT 2023","Thu Feb 23 23:24:05 GMT 2023","4474","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""email without domain extension"",""email"":""invalid@email"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""email without domain extension"",""email"":""invalid@email"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression",""
"passed","Thu Feb 23 23:23:49 GMT 2023","Thu Feb 23 23:23:53 GMT 2023","3844","","Sign up","","Sign up","Sign up page elements visibility @id(TC-3) @smoke","Sign up page elements visibility @id(TC-3) @smoke",""
"failed","Thu Feb 23 23:24:11 GMT 2023","Thu Feb 23 23:24:21 GMT 2023","10215","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""max email length + 1"",""email"":""100_characters_loooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooong_email@testemail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""max email length + 1"",""email"":""100_characters_loooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooong_email@testemail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-5) @regression",""
"failed","Thu Feb 23 23:24:21 GMT 2023","Thu Feb 23 23:24:30 GMT 2023","9121","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""email is already taken"",""email"":""test@gmail.com"",""validation_error"":""validation_error""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""email is already taken"",""email"":""test@gmail.com"",""validation_error"":""validation_error""} @id(TC-5) @regression",""
"passed","Thu Feb 23 23:24:45 GMT 2023","Thu Feb 23 23:24:49 GMT 2023","4060","","Sign up","","Sign up","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-8) @regression","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-8) @regression",""
"passed","Thu Feb 23 23:23:53 GMT 2023","Thu Feb 23 23:23:56 GMT 2023","3780","","Sign up","","Sign up","Continue button is disabled by default @id(TC-4) @smoke","Continue button is disabled by default @id(TC-4) @smoke",""
"passed","Thu Feb 23 23:24:05 GMT 2023","Thu Feb 23 23:24:11 GMT 2023","5215","","Sign up","","Sign up","Email field validation - invalid case: <case> {""case"":""not verified domain"",""email"":""invalid@test.com"",""validation_error"":""Email domain could not be verified""} @id(TC-5) @regression","Email field validation - invalid case: <case> {""case"":""not verified domain"",""email"":""invalid@test.com"",""validation_error"":""Email domain could not be verified""} @id(TC-5) @regression",""
"failed","Thu Feb 23 23:24:31 GMT 2023","Thu Feb 23 23:24:35 GMT 2023","4087","","Sign up","","Sign up","Email field validation - valid case @id(TC-6) @regression","Email field validation - valid case @id(TC-6) @regression",""
"failed","Thu Feb 23 23:24:35 GMT 2023","Thu Feb 23 23:24:45 GMT 2023","9549","","Sign up","","Sign up","Validation error disappears when the input field is cleared @id(TC-7) @regression","Validation error disappears when the input field is cleared @id(TC-7) @regression",""
