"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 19 20:42:36 GMT 2024","Tue Mar 19 20:42:38 GMT 2024","2395","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Sign up button navigates to the Sign up page  @id(TC-3) @smoke","Sign up button navigates to the Sign up page  @id(TC-3) @smoke",""
"passed","Tue Mar 19 20:42:08 GMT 2024","Tue Mar 19 20:42:12 GMT 2024","3922","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - valid case @id(TC-7) @regression","Email field validation - valid case @id(TC-7) @regression",""
"passed","Tue Mar 19 20:42:16 GMT 2024","Tue Mar 19 20:42:19 GMT 2024","3076","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-9) @regression","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-9) @regression",""
"passed","Tue Mar 19 20:42:00 GMT 2024","Tue Mar 19 20:42:05 GMT 2024","4835","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: max email length + 1  @id(TC-6) @regression","Email field validation - invalid case: max email length + 1  @id(TC-6) @regression",""
"passed","Tue Mar 19 20:42:12 GMT 2024","Tue Mar 19 20:42:16 GMT 2024","4053","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Validation error disappears when the input field is cleared @id(TC-8) @regression","Validation error disappears when the input field is cleared @id(TC-8) @regression",""
"passed","Tue Mar 19 20:42:27 GMT 2024","Tue Mar 19 20:42:31 GMT 2024","3929","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""htmail.com"",""domain_suggestion"":""hotmail.com""} @id(TC-10) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""htmail.com"",""domain_suggestion"":""hotmail.com""} @id(TC-10) @smoke",""
"passed","Tue Mar 19 20:41:45 GMT 2024","Tue Mar 19 20:41:48 GMT 2024","2634","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Continue button is disabled by default @id(TC-5) @smoke","Continue button is disabled by default @id(TC-5) @smoke",""
"passed","Tue Mar 19 20:42:31 GMT 2024","Tue Mar 19 20:42:32 GMT 2024","1066","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Header menu items visibility @id(TC-1) @smoke @visualTesting","Header menu items visibility @id(TC-1) @smoke @visualTesting",""
"passed","Tue Mar 19 20:42:19 GMT 2024","Tue Mar 19 20:42:23 GMT 2024","3951","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-10) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-10) @smoke",""
"passed","Tue Mar 19 20:41:48 GMT 2024","Tue Mar 19 20:41:52 GMT 2024","3830","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: simple string value  @id(TC-6) @regression","Email field validation - invalid case: simple string value  @id(TC-6) @regression",""
"passed","Tue Mar 19 20:42:23 GMT 2024","Tue Mar 19 20:42:27 GMT 2024","3867","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""ahoo.com"",""domain_suggestion"":""yahoo.com""} @id(TC-10) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""ahoo.com"",""domain_suggestion"":""yahoo.com""} @id(TC-10) @smoke",""
"passed","Tue Mar 19 20:41:56 GMT 2024","Tue Mar 19 20:42:00 GMT 2024","3884","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: not verified domain  @id(TC-6) @regression","Email field validation - invalid case: not verified domain  @id(TC-6) @regression",""
"passed","Tue Mar 19 20:42:05 GMT 2024","Tue Mar 19 20:42:08 GMT 2024","3752","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: email is already taken  @id(TC-6) @regression","Email field validation - invalid case: email is already taken  @id(TC-6) @regression",""
"passed","Tue Mar 19 20:41:42 GMT 2024","Tue Mar 19 20:41:45 GMT 2024","2957","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Sign up page elements visibility @id(TC-4) @smoke","Sign up page elements visibility @id(TC-4) @smoke",""
"passed","Tue Mar 19 20:42:33 GMT 2024","Tue Mar 19 20:42:36 GMT 2024","2457","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Sign in button navigates to the Login page  @id(TC-3) @smoke","Sign in button navigates to the Login page  @id(TC-3) @smoke",""
"passed","Tue Mar 19 20:41:52 GMT 2024","Tue Mar 19 20:41:56 GMT 2024","3963","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: email without domain extension  @id(TC-6) @regression","Email field validation - invalid case: email without domain extension  @id(TC-6) @regression",""
"passed","Tue Mar 19 20:42:32 GMT 2024","Tue Mar 19 20:42:33 GMT 2024","1199","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Sign in and Sign up buttons visibility @id(TC-2) @smoke","Sign in and Sign up buttons visibility @id(TC-2) @smoke",""
