"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 25 17:22:22 GMT 2023","Sat Feb 25 17:22:26 GMT 2023","3381","","Sign up @jira(ISG-2)","","Sign up @jira(ISG-2)","Continue button is disabled by default @id(TC-5) @smoke","Continue button is disabled by default @id(TC-5) @smoke",""
"passed","Sat Feb 25 17:22:30 GMT 2023","Sat Feb 25 17:22:34 GMT 2023","3953","","Sign up @jira(ISG-2)","","Sign up @jira(ISG-2)","Email field validation - invalid case: <case> {""case"":""email without domain extension"",""email"":""invalid@email"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression","Email field validation - invalid case: <case> {""case"":""email without domain extension"",""email"":""invalid@email"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression",""
"passed","Sat Feb 25 17:22:19 GMT 2023","Sat Feb 25 17:22:22 GMT 2023","3406","","Sign up @jira(ISG-2)","","Sign up @jira(ISG-2)","Sign up page elements visibility @id(TC-4) @smoke","Sign up page elements visibility @id(TC-4) @smoke",""
"passed","Sat Feb 25 17:22:47 GMT 2023","Sat Feb 25 17:22:51 GMT 2023","3990","","Sign up @jira(ISG-2)","","Sign up @jira(ISG-2)","Email field validation - valid case @id(TC-7) @regression","Email field validation - valid case @id(TC-7) @regression",""
"passed","Sat Feb 25 17:22:34 GMT 2023","Sat Feb 25 17:22:38 GMT 2023","3826","","Sign up @jira(ISG-2)","","Sign up @jira(ISG-2)","Email field validation - invalid case: <case> {""case"":""not verified domain"",""email"":""invalid@test.com"",""validation_error"":""Email domain could not be verified""} @id(TC-6) @regression","Email field validation - invalid case: <case> {""case"":""not verified domain"",""email"":""invalid@test.com"",""validation_error"":""Email domain could not be verified""} @id(TC-6) @regression",""
"passed","Sat Feb 25 17:22:55 GMT 2023","Sat Feb 25 17:22:59 GMT 2023","3766","","Sign up @jira(ISG-2)","","Sign up @jira(ISG-2)","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-9) @regression","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-9) @regression",""
"passed","Sat Feb 25 17:22:26 GMT 2023","Sat Feb 25 17:22:30 GMT 2023","3968","","Sign up @jira(ISG-2)","","Sign up @jira(ISG-2)","Email field validation - invalid case: <case> {""case"":""simple string value"",""email"":""simple_text"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression","Email field validation - invalid case: <case> {""case"":""simple string value"",""email"":""simple_text"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression",""
"failed","Sat Feb 25 17:22:06 GMT 2023","Sat Feb 25 17:22:12 GMT 2023","6541","","Home navigation @jira(ISG-1)","","Home navigation @jira(ISG-1)","<navigation_element> navigates to the <navigated_to> page {""navigation_element"":""Sign in button"",""navigated_to"":""Sign in""} @id(TC-3) @smoke","<navigation_element> navigates to the <navigated_to> page {""navigation_element"":""Sign in button"",""navigated_to"":""Sign in""} @id(TC-3) @smoke",""
"passed","Sat Feb 25 17:22:59 GMT 2023","Sat Feb 25 17:23:03 GMT 2023","4189","","Sign up @jira(ISG-2)","","Sign up @jira(ISG-2)","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-10) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-10) @smoke",""
"failed","Sat Feb 25 17:22:13 GMT 2023","Sat Feb 25 17:22:19 GMT 2023","6096","","Home navigation @jira(ISG-1)","","Home navigation @jira(ISG-1)","<navigation_element> navigates to the <navigated_to> page {""navigation_element"":""Sign up button"",""navigated_to"":""Sign up""} @id(TC-3) @smoke","<navigation_element> navigates to the <navigated_to> page {""navigation_element"":""Sign up button"",""navigated_to"":""Sign up""} @id(TC-3) @smoke",""
