"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 05 16:08:21 GMT 2024","Tue Mar 05 16:08:25 GMT 2024","3796","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Sign up page elements visibility @id(TC-4) @smoke","Sign up page elements visibility @id(TC-4) @smoke",""
"passed","Tue Mar 05 16:08:45 GMT 2024","Tue Mar 05 16:08:49 GMT 2024","3512","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - valid case @id(TC-7) @regression","Email field validation - valid case @id(TC-7) @regression",""
"passed","Tue Mar 05 16:09:03 GMT 2024","Tue Mar 05 16:09:06 GMT 2024","3415","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""htmail.com"",""domain_suggestion"":""hotmail.com""} @id(TC-10) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""htmail.com"",""domain_suggestion"":""hotmail.com""} @id(TC-10) @smoke",""
"passed","Tue Mar 05 16:08:53 GMT 2024","Tue Mar 05 16:08:56 GMT 2024","3234","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-9) @regression","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-9) @regression",""
"passed","Tue Mar 05 16:09:07 GMT 2024","Tue Mar 05 16:09:09 GMT 2024","1262","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Sign in and Sign up buttons visibility @id(TC-2) @smoke","Sign in and Sign up buttons visibility @id(TC-2) @smoke",""
"passed","Tue Mar 05 16:09:09 GMT 2024","Tue Mar 05 16:09:11 GMT 2024","2444","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Sign in button navigates to the Login page  @id(TC-3) @smoke","Sign in button navigates to the Login page  @id(TC-3) @smoke",""
"passed","Tue Mar 05 16:08:59 GMT 2024","Tue Mar 05 16:09:03 GMT 2024","3438","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""ahoo.com"",""domain_suggestion"":""yahoo.com""} @id(TC-10) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""ahoo.com"",""domain_suggestion"":""yahoo.com""} @id(TC-10) @smoke",""
"passed","Tue Mar 05 16:08:25 GMT 2024","Tue Mar 05 16:08:27 GMT 2024","2577","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Continue button is disabled by default @id(TC-5) @smoke","Continue button is disabled by default @id(TC-5) @smoke",""
"passed","Tue Mar 05 16:08:37 GMT 2024","Tue Mar 05 16:08:41 GMT 2024","4449","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: max email length + 1  @id(TC-6) @regression","Email field validation - invalid case: max email length + 1  @id(TC-6) @regression",""
"passed","Tue Mar 05 16:09:11 GMT 2024","Tue Mar 05 16:09:13 GMT 2024","2374","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Sign up button navigates to the Sign up page  @id(TC-3) @smoke","Sign up button navigates to the Sign up page  @id(TC-3) @smoke",""
"passed","Tue Mar 05 16:08:27 GMT 2024","Tue Mar 05 16:08:30 GMT 2024","3243","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: simple string value  @id(TC-6) @regression","Email field validation - invalid case: simple string value  @id(TC-6) @regression",""
"passed","Tue Mar 05 16:09:06 GMT 2024","Tue Mar 05 16:09:07 GMT 2024","1172","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Header menu items visibility @id(TC-1) @smoke","Header menu items visibility @id(TC-1) @smoke",""
"passed","Tue Mar 05 16:08:30 GMT 2024","Tue Mar 05 16:08:34 GMT 2024","3213","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: email without domain extension  @id(TC-6) @regression","Email field validation - invalid case: email without domain extension  @id(TC-6) @regression",""
"passed","Tue Mar 05 16:08:41 GMT 2024","Tue Mar 05 16:08:45 GMT 2024","3917","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: email is already taken  @id(TC-6) @regression","Email field validation - invalid case: email is already taken  @id(TC-6) @regression",""
"passed","Tue Mar 05 16:08:34 GMT 2024","Tue Mar 05 16:08:37 GMT 2024","3289","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: not verified domain  @id(TC-6) @regression","Email field validation - invalid case: not verified domain  @id(TC-6) @regression",""
"passed","Tue Mar 05 16:08:49 GMT 2024","Tue Mar 05 16:08:53 GMT 2024","3708","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Validation error disappears when the input field is cleared @id(TC-8) @regression","Validation error disappears when the input field is cleared @id(TC-8) @regression",""
"passed","Tue Mar 05 16:08:56 GMT 2024","Tue Mar 05 16:08:59 GMT 2024","3329","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-10) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-10) @smoke",""
