"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 09 13:46:40 GMT 2023","Thu Mar 09 13:46:45 GMT 2023","5041","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: <case> {""case"":""max email length + 1"",""email"":""101_characters_looooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooong_email@testemail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression","Email field validation - invalid case: <case> {""case"":""max email length + 1"",""email"":""101_characters_looooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooong_email@testemail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression",""
"passed","Thu Mar 09 13:46:53 GMT 2023","Thu Mar 09 13:46:57 GMT 2023","4526","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Validation error disappears when the input field is cleared @id(TC-8) @regression","Validation error disappears when the input field is cleared @id(TC-8) @regression",""
"passed","Thu Mar 09 13:46:49 GMT 2023","Thu Mar 09 13:46:53 GMT 2023","4119","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - valid case @id(TC-7) @regression","Email field validation - valid case @id(TC-7) @regression",""
"passed","Thu Mar 09 13:46:57 GMT 2023","Thu Mar 09 13:47:01 GMT 2023","4185","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-9) @regression","Domain suggestion is not visible when an unrecognized domain is entered @id(TC-9) @regression",""
"passed","Thu Mar 09 13:47:17 GMT 2023","Thu Mar 09 13:47:20 GMT 2023","3405","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","<navigation_element> navigates to the <navigated_to> page {""navigation_element"":""Sign in button"",""navigated_to"":""Login""} @id(TC-3) @smoke","<navigation_element> navigates to the <navigated_to> page {""navigation_element"":""Sign in button"",""navigated_to"":""Login""} @id(TC-3) @smoke",""
"passed","Thu Mar 09 13:47:01 GMT 2023","Thu Mar 09 13:47:06 GMT 2023","4446","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-10) @smoke","Domain suggestion is visible when a recognized domain is entered: <domain> {""domain_with_typo"":""fmail.com"",""domain_suggestion"":""gmail.com""} @id(TC-10) @smoke",""
"passed","Thu Mar 09 13:46:45 GMT 2023","Thu Mar 09 13:46:49 GMT 2023","3571","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: <case> {""case"":""email is already taken"",""email"":""test@gmail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression","Email field validation - invalid case: <case> {""case"":""email is already taken"",""email"":""test@gmail.com"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression",""
"passed","Thu Mar 09 13:47:14 GMT 2023","Thu Mar 09 13:47:15 GMT 2023","1263","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Header menu items visibility @id(TC-1) @smoke","Header menu items visibility @id(TC-1) @smoke",""
"passed","Thu Mar 09 13:46:32 GMT 2023","Thu Mar 09 13:46:36 GMT 2023","3888","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","","Add Email field to Sign up page @jira(ISG-2) @epic(Authentication)","Email field validation - invalid case: <case> {""case"":""email without domain extension"",""email"":""invalid@email"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression","Email field validation - invalid case: <case> {""case"":""email without domain extension"",""email"":""invalid@email"",""validation_error"":""Email is invalid or already taken""} @id(TC-6) @regression",""
"passed","Thu Mar 09 13:47:15 GMT 2023","Thu Mar 09 13:47:17 GMT 2023","1197","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","","Create navigation header for Home page @jira(ISG-1) @epic(Navigation)","Sign in and Sign up buttons visibility @id(TC-2) @smoke","Sign in and Sign up buttons visibility @id(TC-2) @smoke",""
